,txId1,txId2,HDBSCAN
4471,22837869,22837792,3
4472,86815177,86845670,3
4473,22838030,22837995,3
4474,40785517,279476870,3
4475,22837858,22837855,3
4476,58063221,86564898,3
4477,279018287,58041717,3
4478,195990445,86962000,3
4479,86797676,87750673,3
4480,57901321,27316206,3
4481,86925956,88196358,3
4482,86738312,9966800,3
4483,88228163,87250228,3
4484,87215839,88387401,3
4485,86564000,88228721,3
4486,86564000,86564006,3
4487,86787974,22838016,3
4488,58120014,87713686,3
4489,88359085,88375255,3
4490,86721744,86810195,3
4491,86745772,73164522,3
4492,87763609,87763605,3
4493,86644097,33265063,3
4494,86925834,87116086,3
4495,44995911,279424082,3
4496,86804169,99417144,3
4497,55721257,3602885,3
4498,22837804,22838023,3
4499,22837868,22838023,3
4500,17621193,75218769,3
4501,279056082,213164924,3
4502,129504015,213164924,3
4503,22837808,22837914,3
4504,279062591,87764376,3
4505,87187343,86947395,3
4506,279459088,87993120,3
4507,22838029,22837925,3
4508,86142489,3518159,3
4509,86800970,3518159,3
4510,24177533,86738306,3
4511,86738292,69318393,3
4512,86738292,58126848,3
4513,346493,17976990,3
4514,88975457,3608004,3
4515,68592808,87627060,3
4516,86801674,10379337,3
4517,279442971,86929270,3
4518,279442971,10681662,3
4519,86918230,87715511,3
4520,64489444,110210411,3
4521,166283747,83387541,3
4522,279023996,58037410,3
4523,279023996,87495282,3
4524,279191009,279932332,3
4525,22837788,22837818,3
4526,86735938,14477786,3
4527,58143038,86765480,3
4528,77849872,22837822,3
4529,86929270,88196359,3
4530,87764376,87764374,3
4531,71417917,87764374,3
4532,279150035,58080138,3
4533,279150035,279150050,3
4534,86805050,86805047,3
4535,10471946,13642063,3
4536,86736460,86736450,3
4537,57355751,62966662,3
4538,22838027,22837817,3
4539,22838028,22837817,3
4540,86787979,86787988,3
4541,86787979,346493,3
4542,7473483,86800970,3
4543,279129128,87187343,3
4544,38509214,279056313,3
4545,25636252,87604759,3
4546,86733627,4969174,3
4547,86734074,86734115,3
4548,32127427,86809115,3
4549,86614404,86809115,3
4550,58049690,87615027,3
4551,279018172,86734904,3
4552,86562377,40798983,3
4553,87717749,25728487,3
4554,87717749,64489444,3
4555,22838016,22837919,3
4556,88195347,86975069,3
4557,87400128,87717749,3
4558,279497357,195990445,3
4559,13346375,86796579,3
4560,86592350,279062649,3
4561,169895685,88539345,3
4562,58042602,17686353,3
4563,86604907,58049690,3
4564,135359407,87116146,3
4565,86781543,86781536,3
4566,279437329,58136910,3
4567,279148536,279211444,3
4568,86809112,86983053,3
4569,58074323,88033824,3
4570,279435955,88369447,3
4571,86735254,86734957,3
4572,279056107,87752140,3
4573,46283398,87752140,3
4574,86780073,9683339,3
4575,22838019,22837913,3
4576,279190086,86718997,3
4577,86573298,259241763,3
4578,86611478,86973101,3
4579,86611478,86924521,3
4580,279010327,86709544,3
4581,87719170,87719165,3
4582,279129901,86965061,3
4583,86736242,279144817,3
4584,86736242,86736239,3
4585,86735808,88976854,3
4586,86735808,58074217,3
4587,87719433,87742454,3
4588,86784048,86784044,3
4589,86735812,33457749,3
4590,37688730,87400119,3
4591,22837945,22837949,3
4592,87393373,86736242,3
4593,13642063,279185185,3
4594,13346798,86797677,3
4595,86563487,212738074,3
4596,87393828,279134038,3
4597,22837912,22837846,3
4598,279130076,86738303,3
4599,87933797,88369903,3
4600,87400211,19587099,3
4601,78110071,87626511,3
4602,78110071,86565718,3
4603,22837823,22837902,3
4604,57416552,86723872,3
4605,22837998,22837825,3
4606,87637968,13641453,3
4607,57901744,88229526,3
4608,87752037,87752035,3
4609,279152557,96656229,3
4610,86800187,86799556,3
4611,4306457,86816516,3
4612,127549134,24026500,3
4613,279190093,279446066,3
4614,86806323,86806304,3
4615,279441112,44286243,3
4616,87752140,87752135,3
4617,22837815,22837917,3
4618,87484915,86937785,3
4619,279062626,86745869,3
4620,86601542,58101120,3
4621,88369447,87051232,3
4622,11304652,21965295,3
4623,57410868,279019748,3
4624,86730468,86730456,3
4625,86734225,58046850,3
4626,22837885,22837842,3
4627,270710028,86796563,3
4628,87694013,43175282,3
4629,22837842,22837929,3
4630,86555567,86720113,3
4631,269399524,279056091,3
4632,1348626,86826958,3
4633,279071364,2462784,3
4634,279199578,1348626,3
4635,86925934,88196357,3
4636,86607570,17433398,3
4637,87752035,75210039,3
4638,31418337,86796585,3
4639,22837973,22837937,3
4640,279437309,26319468,3
4641,9966800,45786356,3
4642,86789703,86789714,3
4643,279211276,58075809,3
4644,58063769,279013237,3
4645,86807293,86807287,3
4646,86809978,86980019,3
4647,88085225,11304652,3
4648,57941767,86736314,3
4649,279062594,279062591,3
4650,86612444,279948960,3
4651,86564006,279012333,3
4652,22837825,22837930,3
4653,88231440,279138956,3
4654,279135817,279135824,3
4655,86608030,88262425,3
4656,279129883,86736329,3
4657,259241763,107646183,3
4658,88194920,13155795,3
4659,279012333,279150548,3
4660,58046850,86734543,3
4661,10538195,86816027,3
4662,87250228,9038743,3
4663,58041717,88011338,3
4664,279488120,87936723,3
4665,86631282,86801687,3
4666,22837803,22837920,3
4667,86827132,24279883,3
4668,26708537,279019726,3
4669,86631271,279056107,3
4670,86723872,86723868,3
4671,279185319,58074599,3
4672,88975851,88976834,3
4673,11460682,279201907,3
4674,86602524,86738384,3
4675,22837876,22837908,3
4676,87752151,87967128,3
4677,279196904,61311611,3
4678,223883435,134009152,3
4679,223882933,134009152,3
4680,224248376,225703422,3
4681,137323997,225703422,3
4682,225703426,225703422,3
4683,151648545,225703422,3
4684,224252995,225703422,3
4685,225050318,225703422,3
4686,225703431,225703422,3
4687,225703430,225703422,3
4688,225703427,225703422,3
4689,224248376,224248371,3
4690,224248377,224248371,3
4691,225659181,225883923,3
4692,224213627,224718189,3
4693,224213627,185005622,3
4694,224677007,224677018,3
4695,224677007,225891693,3
4696,224220868,225044191,3
4697,224681295,224681289,3
4698,225280231,225280522,3
4699,78214879,225681854,3
4700,11252891,225681854,3
4701,4516375,225681854,3
4702,1984268,225681854,3
4703,20601381,225681854,3
4704,142986683,225681854,3
4705,181282464,225681854,3
4706,78214879,224196255,3
4707,978887,224196255,3
4708,4516375,224196255,3
4709,224196590,224196255,3
4710,224196591,224196255,3
4711,184025815,224196255,3
4712,78214879,224196612,3
4713,978887,224196612,3
4714,224196621,224196612,3
4715,223890352,224196612,3
4716,223961548,224196612,3
4717,223890341,224196612,3
4718,224634003,225876186,3
4719,978887,225876186,3
4720,808409,225876186,3
4721,223880118,225876186,3
4722,25306105,225876186,3
4723,31407056,225876186,3
4724,224762780,224762782,3
4725,978887,226296458,3
4726,95540887,226296458,3
4727,140163156,226296458,3
4728,978887,224658337,3
4729,4516375,224658337,3
4730,66230920,224658337,3
4731,95967071,224658337,3
4732,978887,225314089,3
4733,11252891,225314089,3
4734,4516375,225314089,3
4735,808409,225314089,3
4736,36438817,225314089,3
4737,25306105,225314089,3
4738,223878975,225314089,3
4739,978887,224194884,3
4740,4516375,224194884,3
4741,116212140,224194884,3
4742,84542464,224194884,3
4743,20601381,224194884,3
4744,19400513,224194884,3
4745,99937641,224194884,3
4746,978887,49588133,3
4747,978887,144336535,3
4748,225016025,144336535,3
4749,225055190,144336535,3
4750,978887,93205157,3
4751,978887,224195870,3
4752,4516375,224195870,3
4753,34035328,224195870,3
4754,121256412,224195870,3
4755,224196210,224195870,3
4756,225001454,31471408,3
4757,225001454,225278796,3
4758,23431274,225287026,3
4759,11252891,225287026,3
4760,32772483,225287026,3
4761,173773121,225287026,3
4762,224641512,225287026,3
4763,224642926,225287026,3
4764,36438817,225287026,3
4765,225023053,225287026,3
4766,11252891,224220868,3
4767,223960317,224220868,3
4768,20559615,224220868,3
4769,11252891,225941237,3
4770,4516375,225941237,3
4771,808409,225941237,3
4772,140163156,225941237,3
4773,20601381,225941237,3
4774,90599270,225941237,3
4775,9189162,225941237,3
4776,11252891,224196213,3
4777,224196219,224196213,3
4778,4516375,224196213,3
4779,223890411,224196213,3
4780,223875979,224196213,3
4781,224196217,224196213,3
4782,11252891,225262365,3
4783,11252891,224651666,3
4784,11252891,148548413,3
4785,11252891,224648813,3
4786,11252891,191941087,3
4787,6858174,191941087,3
4788,225058443,191941087,3
4789,224213362,191941087,3
4790,225050088,191941087,3
4791,11252891,224648885,3
4792,11252891,95626514,3
4793,132583729,95626514,3
4794,223890792,95626514,3
4795,1112981,95626514,3
4796,223954163,95626514,3
4797,109201937,95626514,3
4798,224748263,105866216,3
4799,224748067,105866216,3
4800,224748263,225671246,3
4801,224748697,225671246,3
4802,130739670,225671246,3
4803,224748679,225671246,3
4804,224251716,224718186,3
4805,225687022,225687021,3
4806,225687022,112555122,3
4807,214122424,225694064,3
4808,225694297,225694064,3
4809,183082706,225694064,3
4810,225049734,225694064,3
4811,150858042,225694064,3
4812,225047479,225694064,3
4813,225694303,225694064,3
4814,225694304,225694064,3
4815,225694305,225694064,3
4816,225052474,225694064,3
4817,191163643,225694064,3
4818,225050036,225694064,3
4819,106765077,225694064,3
4820,224249097,224282210,3
4821,224282216,224282210,3
4822,224282218,224282210,3
4823,223945385,225691695,3
4824,223965521,225691695,3
4825,156113935,225691695,3
4826,97372514,225691695,3
4827,225691700,225691695,3
4828,223945385,225867527,3
4829,158868671,225867527,3
4830,101651006,225702141,3
4831,225702383,225702141,3
4832,225702382,225702141,3
4833,225702379,225702141,3
4834,225702380,225702141,3
4835,225066014,225702141,3
4836,225069862,225702141,3
4837,225702381,225702141,3
4838,224762778,224762780,3
4839,224762778,105866214,3
4840,224765199,105866214,3
4841,224982711,225266333,3
4842,224982711,224983348,3
4843,224207464,140365395,3
4844,224252867,140365395,3
4845,224207464,224746529,3
4846,154382498,225675075,3
4847,117831752,225675075,3
4848,224715418,223731199,3
4849,224716014,225910404,3
4850,224718186,225910404,3
4851,224715279,225910404,3
4852,224716014,70862136,3
4853,95302589,139420884,3
4854,224746325,139420884,3
4855,224674905,224961186,3
4856,1984268,224961186,3
4857,224207959,224718406,3
4858,224207959,108779298,3
4859,101653699,108779298,3
4860,224696694,225268074,3
4861,224694574,225268074,3
4862,224280407,224280369,3
4863,224240404,224280369,3
4864,70827798,224280369,3
4865,224680530,224680589,3
4866,224968884,107838518,3
4867,224970725,107838518,3
4868,224682196,225280845,3
4869,150826151,32135771,3
4870,150826151,225908475,3
4871,225051892,225908475,3
4872,120704955,225908475,3
4873,224763192,140582537,3
4874,225345522,225345517,3
4875,95540887,225345517,3
4876,132579516,163072257,3
4877,225085793,225284941,3
4878,225275760,225275767,3
4879,224714041,224971456,3
4880,224714041,225900340,3
4881,101621165,225670005,3
4882,224753581,225670005,3
4883,101621165,71648211,3
4884,225008399,225343293,3
4885,138538273,225343293,3
4886,225081713,225343293,3
4887,190303630,225343293,3
4888,135904787,225343293,3
4889,225071079,225071077,3
4890,225019267,225692527,3
4891,224235598,225692527,3
4892,225692530,225692527,3
4893,225692535,225692527,3
4894,225692533,225692527,3
4895,224653896,225692527,3
4896,225891691,225892349,3
4897,225278788,225685706,3
4898,225256118,225685706,3
4899,224195870,224667910,3
4900,224194884,224667910,3
4901,225697230,225697224,3
4902,32135771,225320677,3
4903,224763990,225320677,3
4904,852232,225320677,3
4905,32135772,225320677,3
4906,224718084,225320677,3
4907,224750195,225320677,3
4908,224669997,225320677,3
4909,225069871,225320677,3
4910,225072646,225320677,3
4911,225320690,225320677,3
4912,225320707,225320677,3
4913,224749352,225320677,3
4914,224676978,225320677,3
4915,90191565,225320677,3
4916,225007287,225320677,3
4917,224184879,224731538,3
4918,224213367,225050070,3
4919,225049732,225050070,3
4920,224252562,225015528,3
4921,224226196,225015528,3
4922,36371136,225015528,3
4923,11762149,225015528,3
4924,1984268,225015528,3
4925,225015841,225015528,3
4926,73540214,225015528,3
4927,91677396,225015528,3
4928,225015842,225015528,3
4929,224252562,225323615,3
4930,224218041,224718175,3
4931,223909678,224254822,3
4932,808409,224254822,3
4933,223871940,224254822,3
4934,223933091,224254822,3
4935,223885842,224254822,3
4936,1112981,224254822,3
4937,226432208,79400048,3
4938,224693698,139403793,3
4939,223889737,224195615,3
4940,223889737,223890341,3
4941,224976550,225336338,3
4942,225061435,225336338,3
4943,224245156,141490553,3
4944,224748067,225047488,3
4945,139962845,225047488,3
4946,224689640,161115709,3
4947,224689640,225061677,3
4948,223975355,225694055,3
4949,223942605,225694055,3
4950,223932504,225694055,3
4951,225694058,225694055,3
4952,223945085,225694055,3
4953,224291735,225694055,3
4954,224244639,225694055,3
4955,199179083,225694055,3
4956,156125757,225987234,3
4957,224207883,225987234,3
4958,224213364,225987234,3
4959,224207897,225987234,3
4960,192480645,224965851,3
4961,206992398,224716014,3
4962,224979020,225332162,3
4963,224979020,225342382,3
4964,225071471,225342382,3
4965,225062099,225342023,3
4966,181184527,225342023,3
4967,224715278,225674729,3
4968,224715278,224715276,3
4969,224719831,225074122,3
4970,224720218,225074122,3
4971,224678083,224678077,3
4972,4516375,12371429,3
4973,4516375,225959957,3
4974,4516375,208787432,3
4975,4516375,222943892,3
4976,4516375,225357248,3
4977,225065638,225357248,3
4978,224625502,225357248,3
4979,4516375,226646795,3
4980,224196905,225890384,3
4981,220745310,225860769,3
4982,224958941,225860769,-1
4983,224639742,225321659,3
4984,225025476,225321659,3
4985,224639766,225321659,3
4986,224966159,97712681,3
4987,224966159,225965303,3
4988,224214327,224214324,3
4989,225058741,155346710,3
4990,224763990,224764006,3
4991,224243754,224243757,3
4992,224243754,225040359,3
4993,224679467,225323272,3
4994,225323275,225323272,3
4995,225087109,225878404,3
4996,225285671,225285287,3
4997,225001726,225285287,3
4998,224214032,225925820,3
4999,78576381,225925820,3
5000,224214032,129543160,3
5001,225057708,129543160,3
5002,225342035,225914202,3
5003,224240404,224240402,3
5004,224749054,105866229,3
5005,151247027,105866229,3
5006,183051933,105866229,3
5007,224749054,33128187,3
5008,224748960,33128187,3
5009,155272357,33128187,3
5010,183096925,33128187,3
5011,224203907,189191215,3
5012,224278901,189191215,3
5013,224249307,189191215,3
5014,215081069,189191215,3
5015,224203907,224657786,3
5016,155278018,225061428,3
5017,101651119,225061428,3
5018,225054473,225669997,3
5019,224971305,183051013,3
5020,224977087,183051013,3
5021,224971305,225987656,3
5022,224983657,225987656,3
5023,152972006,225687072,3
5024,152972006,225878412,3
5025,152972006,225686718,3
5026,225280522,225686718,3
5027,224209464,224213364,3
5028,224209464,224209463,3
5029,225895063,224180205,3
5030,224968528,225987657,3
5031,225323275,225680854,3
5032,224249294,225680854,3
5033,225275427,75004920,3
5034,224963240,225286030,3
5035,224962271,225286030,3
5036,224963328,225286030,3
5037,224963226,225286030,3
5038,132583729,225341775,3
5039,173773121,225341775,3
5040,225027791,225341775,3
5041,225341793,225341775,3
5042,71084197,225341775,3
5043,73727935,225341775,3
5044,224642926,225341775,3
5045,224682902,225341775,3
5046,32804495,225341775,3
5047,224970236,71648216,3
5048,224970237,71648216,3
5049,224696454,166168950,3
5050,95540887,10117120,3
5051,225049730,225334992,3
5052,224970744,225334992,3
5053,120695199,57384182,3
5054,34828962,225659194,3
5055,845723,225659194,3
5056,852350,225659194,3
5057,225268013,225659194,3
5058,34828962,225320725,3
5059,224746179,225320725,3
5060,151242405,225320725,3
5061,225021034,225320725,3
5062,852232,225320725,3
5063,9026762,225320725,3
5064,32135772,225320725,3
5065,16958199,225320725,3
5066,224747380,225320725,3
5067,73369413,225320725,3
5068,93719421,225320725,3
5069,89054154,225320725,3
5070,84624075,225320725,3
5071,56023047,225320725,3
5072,34828962,225883545,3
5073,225670196,225883545,3
5074,13041648,225883545,3
5075,225661117,225883545,3
5076,34828962,225660702,3
5077,225286032,225660702,3
5078,224970749,223409739,3
5079,224970749,225687056,3
5080,140386726,225687056,3
5081,77662813,225687056,3
5082,224978791,225687056,3
5083,223872682,224203232,3
5084,223875041,224203232,3
5085,223875274,224203232,3
5086,223875284,224203232,3
5087,224244357,224244356,3
5088,225013459,97697809,3
5089,224763984,224763990,3
5090,224239442,224239439,3
5091,224239441,224239439,3
5092,223939504,225687034,3
5093,226397712,225687034,3
5094,225019950,225687034,3
5095,224195568,224195250,3
5096,224195571,224195250,3
5097,224195569,224195250,3
5098,224195254,224195250,3
5099,58470150,224979344,3
5100,225043616,27190464,3
5101,225074108,27190464,3
5102,173773121,225863277,3
5103,224667872,225863277,3
5104,224746179,225051427,3
5105,224746327,225051427,3
5106,224677883,225891890,3
5107,224677883,151570722,3
5108,224765204,224965867,3
5109,224765204,225699554,3
5110,224764938,225699554,3
5111,224765150,225699554,3
5112,224765128,225699554,3
5113,225285287,225896268,3
5114,225274172,225896268,3
5115,116212140,13041648,3
5116,223979228,13041648,-1
5117,116212140,225687026,3
5118,225687037,225687026,3
5119,79400048,225687026,3
5120,76017446,225687026,3
5121,74033171,225687026,3
5122,225687034,225687026,3
5123,225687035,225687026,3
5124,225687036,225687026,3
5125,106437667,225687026,3
5126,191939110,225047115,3
5127,225047118,225047115,3
5128,225321442,225358892,3
5129,225358901,225358892,3
5130,224195855,224195841,3
5131,224195849,224195841,3
5132,224745590,150251668,3
5133,224744878,150251668,3
5134,224681854,225280861,3
5135,224681854,154554082,3
5136,225072192,199343367,3
5137,225004790,132583729,3
5138,225004790,182893755,3
5139,225004790,225055202,3
5140,225055319,225055202,3
5141,224221104,225055202,3
5142,224228641,225055202,3
5143,225055321,225055202,3
5144,141016222,225055202,3
5145,225055330,225055202,3
5146,224229128,225055202,3
5147,225693249,225875837,3
5148,122622888,225875837,3
5149,225257822,225875837,3
5150,225691886,225875837,3
5151,141478775,225875837,3
5152,101616589,108768287,3
5153,808409,225362103,3
5154,808409,225007287,3
5155,808409,225358887,3
5156,141104806,224961260,3
5157,158630011,224961260,3
5158,225054480,225333852,3
5159,225062116,178134697,3
5160,225062116,225671562,3
5161,224235598,171641481,3
5162,224235597,171641481,3
5163,225687037,225927462,3
5164,224977662,195671463,3
5165,130739472,109033899,3
5166,130739472,225922662,3
5167,224246086,225922662,3
5168,97712677,225922662,3
5169,224669325,224683068,3
5170,224707586,224722746,3
5171,224246086,101616589,3
5172,225321444,106460184,3
5173,224245299,225050331,3
5174,224672847,226382675,3
5175,224672847,224672842,3
5176,224269443,196191138,3
5177,71084197,196191138,3
5178,223928131,196191138,3
5179,224707956,225691886,3
5180,224235578,225050695,3
5181,224246077,225050695,3
5182,224721563,225349118,3
5183,225275113,225349118,3
5184,225890812,78215194,3
5185,63487878,225334690,3
5186,106443868,225334690,3
5187,225660702,225883129,3
5188,224718186,225073409,3
5189,224718397,225073409,3
5190,224244303,224715427,3
5191,225050331,36548283,3
5192,131212806,158630011,3
5193,224650586,226469984,3
5194,224961260,226469984,3
5195,126993022,226469984,3
5196,225016286,226469984,3
5197,224689992,226469984,3
5198,224627785,226469984,3
5199,24269083,226469984,3
5200,224976151,225336336,3
5201,224970228,225336336,3
5202,225268074,225268013,3
5203,852232,225268013,3
5204,94610327,225268013,3
5205,1452053,225268013,3
5206,73369413,225268013,3
5207,225268075,225268013,3
5208,225268073,225268013,3
5209,39664723,150749831,3
5210,225671235,150749831,3
5211,224226196,225897516,3
5212,225021025,225897516,3
5213,62731546,225897516,3
5214,224226196,225015214,3
5215,11762149,225015214,3
5216,1984268,225015214,3
5217,199029913,225015214,3
5218,141016222,225015214,3
5219,224746328,225015214,3
5220,225015512,225015214,3
5221,224245321,225015214,3
5222,224243757,225015214,3
5223,224226196,224651101,3
5224,225867289,225867288,3
5225,39540998,225925616,3
5226,39540998,225288410,3
5227,106765085,225288410,3
5228,224976574,225687592,3
5229,224970789,225687592,3
5230,225342023,225928827,3
5231,224716019,224716017,3
5232,155273759,224970236,3
5233,223931802,225675077,3
5234,223989764,225675077,3
5235,223964462,225675077,3
5236,225274175,225274172,3
5237,225274177,225274172,3
5238,225266281,225675072,3
5239,225056237,225675072,3
5240,225675076,225675072,3
5241,225675074,225675072,3
5242,225063618,225675072,3
5243,224974832,225675072,3
5244,225675077,225675072,3
5245,225675075,225675072,3
5246,225266281,225265915,3
5247,223942605,27190469,3
5248,224215099,155262215,3
5249,224199590,47759010,3
5250,224199590,225281180,3
5251,226384519,225055330,3
5252,224234289,225054480,3
5253,224234289,225016286,3
5254,224254822,225016286,3
5255,154701193,225016286,3
5256,224187524,225016286,3
5257,224764411,225688593,3
5258,224764399,225688593,3
5259,224764411,156133513,3
5260,112555122,225688961,3
5261,84542464,225688961,3
5262,223882539,225688961,3
5263,225068977,225688961,3
5264,100409285,225688961,3
5265,225689140,225688961,3
5266,224978006,225970313,3
5267,224970784,225970313,3
5268,225328812,225659181,3
5269,225659190,225659181,3
5270,845723,225659181,3
5271,10117117,225659181,3
5272,225284941,225659181,3
5273,225274763,225659181,3
5274,225274467,225659181,3
5275,224677858,224677865,3
5276,224677858,225275772,3
5277,107818707,225074114,3
5278,224251323,225057694,3
5279,101656057,225057694,3
5280,155048735,224650694,3
5281,225659190,225870190,3
5282,225257822,225870190,3
5283,225357248,225870190,3
5284,224238942,140374658,3
5285,224748057,225687932,3
5286,224681287,225687932,3
5287,224670679,225687932,3
5288,224748057,224970032,3
5289,224965867,150809108,3
5290,224657020,224674560,3
5291,224970739,106329652,3
5292,146041154,106329652,3
5293,224764399,224764408,3
5294,225043640,225274763,3
5295,225274767,225274763,3
5296,166168950,224964993,3
5297,224690866,224963547,3
5298,224668254,224963547,3
5299,225342382,191166280,3
5300,225342382,225671247,3
5301,225338065,225671247,3
5302,223933091,225025070,3
5303,225051892,225338409,3
5304,225064261,225338409,3
5305,224252571,224252569,3
5306,224669202,190303630,3
5307,224669202,225277374,3
5308,224235597,225970173,3
5309,225050058,225970173,3
5310,223935142,183082706,3
5311,223935142,225687302,3
5312,223965481,225687302,3
5313,224208339,225057710,3
5314,224246435,225057710,3
5315,225068972,225335000,3
5316,225074122,225335000,3
5317,225068972,156109700,3
5318,224246090,224246086,3
5319,224246088,224246086,3
5320,224714464,225051129,3
5321,224681308,224689640,3
5322,224249329,224249326,3
5323,224249331,224249326,3
5324,6858174,34276464,3
5325,6858174,225959951,3
5326,1984268,225959951,3
5327,112501883,225959951,3
5328,25303613,225959951,3
5329,158853513,224207968,3
5330,224749360,225061094,3
5331,224240402,185504556,3
5332,151277978,185504556,3
5333,225893755,225893762,3
5334,224746336,120704955,3
5335,224694540,224977316,3
5336,224976375,225342035,3
5337,225047115,225342035,3
5338,223933402,224206694,3
5339,223933402,224634003,3
5340,142913708,224243754,3
5341,169719271,224970749,3
5342,224195615,224195596,3
5343,223963451,224670672,3
5344,223963451,106765077,3
5345,224717471,155273759,3
5346,224722746,224767805,3
5347,225050070,225331853,3
5348,139420884,225331853,3
5349,224249294,224249288,3
5350,224249292,224249288,3
5351,224714880,224714872,3
5352,223970118,224625502,3
5353,225278798,225685309,3
5354,75004920,225685309,3
5355,224289894,106437667,3
5356,226412239,106437667,3
5357,226399547,106437667,3
5358,224720238,225323456,3
5359,225323615,225323456,3
5360,157545507,183081223,3
5361,223936073,107818707,3
5362,223936073,156113935,3
5363,224678077,225002906,3
5364,32135772,225906133,3
5365,32135772,225894329,3
5366,224983657,224984298,3
5367,224196255,224690860,3
5368,224718084,224970744,3
5369,224214324,225680853,3
5370,224243760,225680853,3
5371,77205153,225680853,3
5372,224214324,225050411,3
5373,224213365,225050411,3
5374,225060819,225296034,3
5375,224247907,225050396,3
5376,224245978,225050396,3
5377,224253002,225697230,3
5378,224689161,226383058,3
5379,224689161,224689152,3
5380,224208343,224718397,3
5381,224210242,224703708,3
5382,225069847,225966368,3
5383,225069847,225069846,3
5384,225069862,225069846,3
5385,223883034,225924814,3
5386,223883034,224208339,3
5387,104136966,225059776,3
5388,224247885,225059776,3
5389,140582537,224763861,3
5390,224716591,224716590,3
5391,224716591,225926288,3
5392,224212615,225926288,3
5393,224644863,224195568,3
5394,85348394,225863710,3
5395,224763861,75782319,3
5396,224715283,225913405,3
5397,224718406,225913405,3
5398,224715283,224968528,3
5399,224977316,92616841,3
5400,224977316,178134703,3
5401,224286509,224718084,3
5402,224746928,224977304,3
5403,224746928,225674726,3
5404,224669499,225890382,3
5405,224669499,224669503,3
5406,224243746,224243751,3
5407,224243746,225867505,3
5408,224280369,225064313,3
5409,178134701,225686309,3
5410,224971976,157545507,3
5411,225659457,225659452,3
5412,224970225,225674727,3
5413,225052458,225674727,3
5414,224969272,225674727,3
5415,224970225,225671235,3
5416,224970747,225671235,3
5417,224714872,78215179,3
5418,224221104,71084197,3
5419,224249331,225908771,3
5420,156507052,225910834,3
5421,224693688,225306347,3
5422,126993022,97810369,3
5423,126993022,225318508,3
5424,225318516,225318508,3
5425,224678415,224678423,3
5426,225025480,225025476,3
5427,224260809,225025476,3
5428,225878404,225895804,3
5429,224247179,225905856,3
5430,226427424,225905856,3
5431,224247179,140385455,3
5432,224679469,224679467,3
5433,224964631,224964637,3
5434,224964631,226610183,3
5435,225054520,225333974,3
5436,225054966,225333974,3
5437,71996104,225333974,3
5438,225003666,225886284,3
5439,143778491,224247167,3
5440,224679724,135904787,3
5441,224679724,225275788,3
5442,223868390,192480645,3
5443,223868101,192480645,3
5444,224658401,192480645,3
5445,224681967,225318839,3
5446,11762149,225341793,3
5447,11762149,224658100,3
5448,224658111,224658100,3
5449,224196213,224658100,3
5450,225054962,225054966,3
5451,225054940,225054966,3
5452,225054740,225054966,3
5453,224746907,225898863,3
5454,224746907,224746905,3
5455,155303227,68058382,3
5456,225047488,68058382,3
5457,224243479,224243738,3
5458,224718189,224970739,3
5459,224967518,97476806,3
5460,224967509,97476806,3
5461,224658337,224963226,3
5462,225020752,225059788,3
5463,224213365,225058724,3
5464,224246428,225058724,3
5465,138469234,225044196,3
5466,1984268,225672171,3
5467,1984268,146042668,3
5468,1984268,224963951,3
5469,224658100,224963951,3
5470,224690860,224963951,3
5471,1984268,224963240,3
5472,226385647,224247911,3
5473,224963547,225286998,3
5474,224962741,225286998,3
5475,223936058,120710612,3
5476,223936058,224196590,3
5477,10176282,224193105,3
5478,10176282,32916548,3
5479,10176282,225021958,3
5480,225021977,225021958,3
5481,149559580,225021958,3
5482,225333974,225333860,3
5483,225054487,225333860,3
5484,185839004,225333860,3
5485,223874242,223874250,3
5486,223874242,226391356,3
5487,223882923,149477033,3
5488,156624839,149477033,3
5489,134009152,149477033,3
5490,226609447,225274177,3
5491,224246077,225058741,3
5492,157103703,225058741,-1
5493,181737909,163267183,3
5494,223991862,224252867,3
5495,224676966,225886685,3
5496,224676966,224676978,3
5497,13041648,225881250,3
5498,225659194,225881250,3
5499,13041648,225877514,3
5500,224620741,173530290,3
5501,224678423,225275428,3
5502,223943336,225914192,3
5503,104503281,224765128,3
5504,138540339,224681970,3
5505,138540339,226384949,3
5506,224688347,225280231,3
5507,224688347,194663345,3
5508,224213643,224715418,3
5509,224984307,224984313,3
5510,224976380,178134696,3
5511,223882539,225867494,3
5512,223882539,224669501,3
5513,223882539,225926279,3
5514,223942957,225926279,3
5515,223937193,225926279,3
5516,223936449,225926279,3
5517,224240406,225065365,3
5518,224209567,225065365,3
5519,35148849,225911526,3
5520,224746934,106759264,3
5521,224747029,106759264,3
5522,224746934,225909152,3
5523,224717252,225909152,3
5524,223890352,223890411,3
5525,223890341,223890411,3
5526,109901844,225338065,3
5527,224258483,225091936,3
5528,175325581,225091936,3
5529,36438817,225091936,3
5530,223904581,225091936,3
5531,225092192,225091936,3
5532,224198917,225091936,3
5533,223889061,225091936,3
5534,47759010,225091936,3
5535,224238915,146041154,3
5536,148332235,146041154,3
5537,225061394,33165531,3
5538,224675164,226611031,3
5539,224675164,142176147,3
5540,140393664,224696686,3
5541,224681039,224681287,3
5542,224681039,225890812,3
5543,223928131,213877994,3
5544,224694547,225268075,3
5545,224696458,225268075,3
5546,224694547,155303227,3
5547,208275313,225257822,3
