,txId1,txId2,prediction_label
24750,43153369,199949041,0
17835,262230857,272706663,0
12054,65477362,390338909,0
36392,1001114,188618549,0
10263,4829469,9622265,0
18018,272079446,272172114,0
27019,148852182,148852286,0
21386,16827115,355004615,0
35142,133130343,19170155,0
7940,191395257,191394885,0
12347,390340695,390340761,0
19047,293951012,294589966,0
8444,175468420,179009594,0
11526,241518934,238392870,0
8928,38176446,43410304,0
13794,210645872,210232205,0
22011,138727389,186635243,0
25784,115607282,24452622,0
14321,98961059,86327451,0
12129,390319962,238609889,0
10694,339118446,225169789,0
34607,155570492,156056294,0
391,89273,197686857,0
6593,94041751,32892107,0
8043,10545229,191195802,0
32047,50510808,106320422,0
33305,101122466,35617620,0
8625,174756778,175042759,0
23101,55678052,70449784,0
7693,190450673,190450302,0
26265,148651062,149158766,0
21654,313101867,355184738,0
8250,190997216,190450562,0
1078,232464260,54732833,0
2310,310161366,310437446,0
32950,105786856,105786853,0
3082,244315536,244688586,0
28124,97002535,97002542,0
9499,234711170,234711161,1
34392,155699346,156160849,0
26766,149710201,149710202,0
29499,65381198,29359565,0
29710,73023585,73227485,0
27147,149710438,149159900,0
20474,299172445,299172450,0
8419,226668073,179113037,1
1982,735881,310040005,0
19069,154660404,221258964,0
25130,30002603,29197707,0
5759,224252569,225050705,0
15213,320681014,372745794,1
29059,12689616,12794359,0
6201,7220387,121657242,0
35237,218584530,38688623,0
14497,113607308,31470427,0
21877,355102171,58506173,1
11559,238267276,241537495,0
18986,84719000,84719007,2
19358,97748671,163809013,0
28475,12692249,12804355,0
30175,73127308,73127326,0
26897,148838857,148838967,0
17343,272486603,272282349,0
14138,14105577,98961059,0
7832,190082312,191163183,0
13357,320492554,363291785,0
33101,105849821,105976249,0
28261,96584824,97027381,0
22012,174942580,177934174,2
9031,43025709,43025686,0
14788,368733585,372722640,0
21755,355007183,355181006,0
33053,105979515,106389311,0
24597,7988208,199942854,0
18768,84751866,84997392,0
16173,3180883,266939276,0
2353,309951032,309951030,0
17709,272073816,272192208,0
9799,399670647,347550863,0
26927,148854546,148854549,0
30104,71450921,71756544,1
17698,272334209,272419289,0
22976,55256205,54896405,0
6616,94048575,98623628,1
17908,272682920,272699941,0
29582,73271339,73405590,0
449,1913117,233227303,0
28114,97004775,98571753,0
15439,298345659,372752033,0
27171,149753147,149753151,0
3558,12201019,86850944,0
7278,146673,191160287,0
8098,191146706,53917499,0
20486,298746246,155184302,0
22464,92709753,93541210,0
29754,61381087,47066538,0
2407,312359540,312834007,0
31438,94071142,95010521,0
13917,208947999,209822489,0
23056,70372167,70371756,0
33167,105847861,105847859,0
2658,310493405,310492718,0
15912,309011189,372828530,0
28834,12665108,12665008,0
17991,272273301,155307913,0
22595,3181,217522856,0
18804,85004970,85004943,1
10007,346118664,349731848,0
29877,73138429,12649359,0
15769,165218235,312451969,0
27898,36725599,98568148,0
19257,56939285,168174961,0
17871,299475614,277373532,2
30488,5274025,72039705,0
2584,274679850,310494218,0
35672,13269003,218957364,0
3661,86718997,86725220,0
13896,209516184,209796397,0
6673,94299098,98740579,1
22385,5223045,101705558,0
27196,3426501,46325611,0
12213,275528840,390500577,0
22371,23338692,65095721,0
35906,3274489,13168555,0
3476,246366503,112915489,0
31574,94270858,94584149,0
28427,12797690,12797069,0
33638,155586218,7556199,0
16531,331531745,331566664,0
4313,77849868,22837912,0
27306,6978680,12117243,0
7416,2541323,17289448,0
14276,99190591,99812663,0
3729,279034801,86838847,0
35818,218292978,73148377,0
26980,148827417,148827422,0
21913,355236965,160226114,0
24082,217678717,27862024,0
33245,105857525,105857523,0
8715,174789460,179059567,0
12233,241708414,326758679,0
3108,245234433,245424517,0
32656,105853154,105853145,0
34114,164849069,156074235,0
25129,29531000,29197707,0
15885,329791475,162526027,0
9103,43007256,43333966,0
12084,390074329,390535961,0
11566,245710335,245710337,0
36202,7100844,4723325,0
19203,142049840,140013860,0
15794,372971132,373150921,0
36397,158586297,157579675,0
2667,310428711,313110528,0
9250,42733056,43134262,0
24157,199945134,199945121,0
30193,73395924,73394099,0
12797,249239623,249239626,0
2489,312910602,263022235,0
6117,225061428,225910831,0
30961,94192833,1454780,0
23626,54721593,67583000,0
10675,225169789,339118451,0
35974,72958,4692401,0
29376,7262578,12803306,0
16494,331536550,341173231,0
17019,331565831,331565834,0
35612,218285993,218285997,0
10348,339057209,339265345,1
24507,200620846,200628921,0
18929,85258060,85258030,0
26708,126015984,107473362,0
18234,5966083,277077636,0
8439,175136749,219277709,0
15024,321860113,372979921,0
28816,13370027,12801271,0
24411,200635469,23065358,0
33730,79559309,156328432,0
32889,105596632,105596629,0
2845,245316224,247573940,0
9222,68709417,68803190,0
5761,224252569,224716627,0
27844,9969789,88642839,0
33655,156068607,156066467,0
33417,155654911,19670253,0
35732,218283428,218283424,0
637,232036647,232440111,0
22766,288365828,265806097,1
12071,247314557,391952822,0
21482,187475050,289827365,0
3672,86611767,216049823,0
35520,218032639,77724398,0
4619,279062626,86745869,0
3689,88340291,279146566,0
28413,4298902,12806113,0
10505,339101104,339964537,1
33325,52631434,155759301,0
23133,53776304,53780833,0
2736,313139898,310432095,0
21074,33433578,355006827,0
13379,363093426,363290589,0
31340,94581117,94581107,0
10102,346097533,346097525,1
26802,148537909,151203504,0
36587,193968898,157976172,0
16732,54162485,336447917,0
16866,336434288,336480687,0
6313,9001922,9001915,0
28543,1813316,12806606,0
22780,288074375,235244550,0
13985,209695001,210830766,0
12575,390330167,390503126,0
32840,106815684,106815681,0
14088,27116228,99932570,0
30813,33688852,72336793,0
23662,53779911,54759626,0
18990,84471826,84471831,0
35521,218030526,77724398,0
33453,155656464,19670253,0
32044,105802057,106320422,0
21639,355230735,355120644,0
11067,15429637,15429677,0
6976,97713942,94683771,0
27250,16812328,7952092,0
19676,163826182,7871966,0
29863,72366373,73043032,0
4984,225025476,225321659,0
17268,272466361,145610434,0
7257,58364861,125767989,0
35700,218094668,219752672,0
2618,313122357,312709942,0
5153,808409,225362103,0
10625,76365171,219843632,0
7960,191146717,191146710,0
11383,240788146,240762211,0
34632,196091566,3509407,0
30164,73077092,73390319,0
12960,363224978,363552093,0
8292,42236518,179035287,0
16475,30620621,336472341,0
27380,96997102,98605556,0
6157,224765146,224765150,0
8367,226667641,179112629,1
30843,70762528,72663385,0
21260,295879136,355238061,0
26559,149134785,57770370,2
12003,390504845,57138711,0
23083,67672857,55939055,0
32011,87102547,107624551,0
10368,339057977,339265345,1
15370,312449513,306162488,0
23995,198828632,72907855,0
31476,92120898,94590926,0
33457,155672475,19670253,0
21058,193696967,167102034,0
35993,11566029,4692401,1
25861,62134772,115047046,0
21631,355958562,355227240,0
2830,245140939,245921886,0
33113,105594906,105849822,0
9602,234681339,234604368,0
5398,224715283,224968528,0
6575,94469413,94634448,0
21283,355115869,355176497,0
16520,331518224,331526315,0
614,232431904,2758467,0
2879,245190237,245322656,0
24670,200575744,200629551,0
2686,309950829,309950740,0
20644,60779309,383754027,0
3136,245224458,245792417,0
29597,71852969,72719465,0
21449,355109330,160462268,0
27304,96930826,36838022,0
19045,294510766,294589966,1
22034,355006758,154748039,0
34621,181981262,163403634,0
29910,73255288,73254900,0
8718,175125846,175522682,0
33867,156062272,64852016,0
12165,390338542,158337015,0
10959,15988110,15988125,0
20649,376281880,381762806,0
16734,331566428,333211251,0
15377,317008182,314795296,0
35025,4992641,218314421,0
13475,209723672,209865237,0
1002,230647313,232904744,0
32684,105787081,106310004,0
27977,97127163,98109542,0
23218,54829893,56131331,0
17792,272088175,272088174,0
14595,2984918,372696478,0
22249,1195632,96378076,0
8443,135322611,179009594,0
23191,54723880,54723872,0
32168,106411215,106411213,0
78,232051672,232438397,0
24471,646566,198803626,0
33883,67711755,55650955,0
18676,277337165,278691751,0
35793,71606734,218283812,0
5296,166168950,224964993,0
15345,372878280,372956706,0
31150,94303119,91961924,0
234,230465357,195237909,0
13927,209814467,210672250,0
17582,162341820,281347729,1
13967,58114564,22995113,0
5130,224195855,224195841,0
34044,155793644,11193869,0
27016,148841996,149185296,0
22527,3181,125594773,0
21675,355009669,355009671,2
14666,2984918,372696454,0
35126,63080024,19170155,0
33528,164756191,164756127,0
29472,71480706,72753731,0
18142,7167318,23879619,0
21479,355006827,289827365,0
12453,326405679,399555278,1
6178,8962205,8960793,0
33598,6763282,156313815,0
24253,18447613,201862388,0
5007,224749054,33128187,0
26756,148841987,148841991,0
15478,368737973,372681915,0
18799,10864015,85004943,1
33195,105595870,105848346,0
9933,23855743,346362956,0
36555,194018582,157864782,0
1217,10687175,232926666,0
29713,34924148,73227485,0
6661,94654271,98623027,2
5435,225054520,225333974,0
27975,22502070,36717437,0
4283,86724475,87771436,0
1603,232037100,232440020,0
11434,240794750,240765696,0
34915,25634495,72570642,0
1597,226902381,230530273,0
32551,105872536,106446357,0
19924,165849656,165849657,2
21764,92039438,355156778,0
2155,19125523,312876805,0
11369,241488595,241521421,0
19919,56394471,163865631,2
28053,97023505,97404074,0
27187,96654950,46325611,0
3280,244282199,244686976,0
1254,230438471,232904579,0
31978,105826996,105826991,0
33355,101122466,111575373,0
25614,115281323,115944090,0
32991,106304533,106304526,0
19185,94979165,94979167,0
14724,260010345,314221488,0
24428,77058948,5229110,0
13014,112457495,363060936,0
4067,86695285,87627055,0
23166,54776346,54913453,0
2100,310517063,312080234,0
18462,6214724,258834247,0
4185,279441651,86925829,0
18599,269549971,269905669,1
17136,331556368,336448023,0
10870,15059682,15241123,0
14317,12427320,99282990,0
5222,224243757,225015214,0
28848,12665079,12665008,0
32200,12607017,105853914,0
28184,97403688,97732192,0
7862,191639145,193048709,0
2421,311054609,310471939,0
25386,29850436,29803506,0
30518,71465949,71771201,0
15771,368747356,314517251,0
10991,15935264,16220781,0
5958,224239259,224715279,0
26983,148847772,148847776,0
19702,163806006,146170876,0
9589,67681571,234151767,0
19322,163655547,163655544,0
18026,272113650,272276896,0
36451,158269147,158269130,0
33521,164756189,164756127,0
27683,14193907,97393541,0
20133,163649277,163807977,0
7145,94497680,98752271,0
25595,114743251,115186990,0
7500,190079059,190450463,0
4416,87745960,15498995,0
7783,190822369,191115823,0
19489,163670756,163670571,1
25516,88290986,115214695,0
17793,272428650,204416892,0
18991,84306596,84752620,0
16813,331521543,331526702,0
27618,96558348,97395877,0
35923,13646,3274489,0
10674,339058866,339089348,0
25055,28802176,30699343,0
3548,22837985,22837841,0
13061,363224969,115570980,0
28653,12691943,12804393,0
11825,378373656,36435269,0
33932,73643913,108292235,0
6874,96541462,98752951,0
18870,84720933,84720917,0
6790,94123375,94788612,0
31787,41927883,106364654,0
17951,272332155,272464543,0
11876,334723742,331044888,0
28357,97018952,97403284,0
15804,260010366,372872503,0
2718,310486000,310511475,0
2750,310492210,310492198,0
21342,355203981,355230690,0
17539,272114034,272461148,0
12430,333974001,390574253,1
32784,105980724,247943534,0
9966,355325833,346406795,0
5885,225263517,225893787,0
14309,12427320,113843396,0
28855,12665121,12977735,0
9439,4463523,234615460,0
16435,331556247,336428590,0
32534,1050841,106391268,0
7415,391137,167152488,0
26721,149570741,149157916,0
32765,105420302,105787565,0
8284,175136824,81234134,0
18568,5966095,236850823,0
10075,382032488,399687344,0
34513,155535108,155535104,0
14762,2984918,372812567,0
26783,148844753,148844984,0
16956,337128954,336712245,0
33179,105588501,105872541,0
33691,34378032,76941945,0
20665,380409899,379915858,0
15658,372681801,311163868,0
25598,114755343,115186990,0
3221,245411333,199840946,0
35858,3287759,6418,0
16181,3180883,353006256,0
6476,53426609,96576418,0
34293,181988302,181988315,0
32367,106310679,106721585,0
14534,99317799,99948499,0
16404,363322267,336721775,0
35204,51241093,218314022,0
26896,148785271,148785280,0
14593,2984918,372681226,0
7397,1104192,192090859,0
24212,200530201,201432010,0
35702,218121521,218266550,0
22691,255226747,288574034,1
29372,12711452,13356981,0
1845,3881183,3897406,0
6487,94435082,96576418,0
22639,3181,288424276,0
31764,33826042,94254140,0
34503,155829833,156306821,0
1103,230328400,230524949,0
26483,64188232,118639527,0
25160,29157706,29157617,0
33889,155583801,55650955,0
9309,187079,234855564,0
17627,272339010,272428611,0
3200,245475137,245929102,0
28442,12691111,12781074,0
30858,3233255,91958233,0
14275,99191457,99812663,0
19402,11797016,163867271,0
3260,245241275,245438780,0
25882,115108227,115108234,0
10609,339576500,339576494,0
22705,201153011,40713456,0
4371,22837928,22837921,0
14615,2984918,311494871,0
15200,31074343,372749938,0
13391,337369082,362943406,0
11457,243777780,240760582,0
27355,41846555,98605819,0
34136,5582638,155825285,0
10933,15240358,15862117,1
3510,279440575,86925834,0
20937,44869960,70268405,0
19110,139195606,139195597,0
11273,240791709,19835881,0
1824,232454108,65682610,0
18197,15329918,223557034,0
19267,165852398,164729391,0
31835,23477159,23477169,0
1941,6271519,310147165,0
35786,218139542,219542135,0
11488,245712121,245712124,0
19878,163635936,159890798,0
31010,94574599,91934616,0
32429,105461722,106323319,0
28798,12683692,12683561,0
28874,12665166,13029248,0
9461,37063213,234672018,0
28688,12798767,12798723,0
31066,33966030,34335946,0
15740,318848778,315555148,0
34846,196255569,2947436,0
10790,15240282,16153591,0
4466,58074599,86797671,0
9967,346108061,346120492,0
12782,248926808,248926806,0
36073,3346664,3346043,0
17711,161272141,107187235,0
16166,5689045,332178859,0
27257,97100221,7952092,0
23142,53784210,54712545,0
22613,288532455,288676970,0
33437,155575982,19670253,0
6164,225282808,225282817,0
21529,355505391,355190925,0
10732,339456569,137242907,0
31662,94093732,98646283,0
21650,178671562,355128690,2
25535,115090672,115278581,0
8037,191119218,191640442,0
2793,244664539,244671833,0
5595,224964632,224964631,0
34297,94407937,155666122,0
34746,196089284,6243976,0
6345,121393338,71704021,0
22489,206419706,288602219,0
20579,330565100,381120031,0
10557,339153233,339259979,0
3993,37217978,19944082,0
31022,94574824,91934616,0
13044,363060936,363546315,0
20964,376215825,376215827,0
36148,362808,45766,0
10457,339153829,108074504,0
10845,78240615,16960226,0
6327,121657454,121657453,0
13574,209482853,209923303,0
10388,339057133,339265345,1
6299,8855512,8855510,0
10689,339060241,182598672,0
33618,94407808,7556199,0
7424,11792856,190447281,0
24316,200456497,195456317,0
31996,106397435,107624551,0
13913,209060600,209060715,0
22238,18942922,92697099,0
17959,136272459,272077869,2
3979,87752188,87752186,0
27134,149596410,149596415,0
9570,33985051,234589580,0
6921,94493855,94671571,0
34248,7556199,155844331,0
18746,84451574,84778062,0
32798,105858026,105975798,0
17170,299367843,272282340,0
3206,245176364,245176629,0
29973,71452486,71785941,0
14591,2984918,372979674,0
23770,67612509,67612507,0
32636,105784398,106306420,0
23753,69991725,63749433,0
2479,310161721,310467276,0
29558,73129219,73330801,0
33439,155666717,19670253,0
11787,378138599,378233164,0
34863,66424296,195421707,0
16114,372725895,372813705,0
2388,310437454,310437452,0
20576,376239714,381120031,0
35032,218266570,38615823,0
23714,67557160,54912139,1
3621,10346912,113991195,0
16106,119065767,372739834,0
9460,234672024,234672018,1
13665,209961474,210657608,0
26447,149605802,149168097,0
29639,5427127,71852969,0
13718,209571418,210660376,0
27262,14393317,96988124,0
13218,363522248,363597804,0
18131,25345446,132890808,0
7280,1108512,191160287,0
34200,94408143,155526443,0
4101,87777244,87236687,0
29133,13242793,12802118,0
30086,73111809,73430399,0
11722,378316722,378469970,0
26031,115097174,30720338,0
33557,155648144,156063345,0
6626,94531039,96566275,0
16300,124719547,336522349,0
19406,163712096,163832331,0
29817,73029817,73327121,0
31322,98662025,94296278,0
19133,134661007,59378797,0
1721,230394591,232375024,0
14273,99191482,99812663,0
22069,5684082,94817856,0
5427,224260809,225025476,0
34193,155815761,156140152,0
31784,98654348,94296584,0
31667,94269451,94269447,0
16742,331557401,336457465,0
29940,72673452,35202200,0
666,195218115,230540196,0
13483,209723625,210652905,0
21383,16827115,355004890,0
1544,68869,230529025,0
23665,54769550,54769795,0
14236,3725934,86328083,0
3665,86796579,87906965,0
24515,200046204,200657607,0
21291,355089483,214198067,0
21299,355007628,355294141,1
2053,251875725,312909591,0
36611,189718088,189739182,0
23997,69822240,86043782,0
31242,6887417,94282207,0
7342,189984964,191185492,0
17529,272308093,272746377,0
12690,248905666,248922803,0
12008,390524171,57138711,0
28873,13205607,13153403,0
13604,209867206,54335231,0
3016,244304560,191163027,0
27204,96578042,46325611,0
28942,12791305,12984683,0
30850,3233255,94333210,0
5931,225061094,225339359,0
22838,288093878,288278277,0
24815,200568200,200032993,0
24266,36910464,201862388,0
34260,155573986,155573753,0
12773,233322149,24596125,0
2131,310511482,310511258,0
25391,30167470,30167815,0
34167,155822905,156244580,0
5091,224239441,224239439,0
22339,4846284,92487514,0
2056,312869044,243647436,0
7193,94365934,94365931,0
29321,13266690,13266708,0
20344,299109175,299109168,0
27870,96570116,96570110,0
7271,190107206,125767989,0
3297,245818633,245818963,0
34494,155816197,156302066,0
2061,312803836,313096473,0
16087,372811666,192801521,1
4571,86735254,86734957,0
13570,209518754,140975824,0
6259,121314808,118269644,0
24757,199314572,207930774,0
14357,99676825,99675435,1
30692,73242518,73414884,0
28364,12805805,12805689,0
30268,56301929,71994276,0
28925,9426022,9804891,0
4554,87717749,64489444,0
26894,148809531,148809535,0
31879,7962124,105594849,0
30486,73144109,73144111,0
6429,94064957,94193690,0
14574,99226765,99226763,0
25510,44515832,115214695,0
33819,155720754,12172125,0
11878,378455437,378455440,0
3570,2512724,279103021,0
24668,204918142,219635740,0
11534,241527715,241527739,0
22671,7154509,288587611,0
22210,92515819,96365231,1
27158,148842226,148842230,0
27085,149185296,149184867,0
30921,94941140,5003060,0
35869,3289090,2262862,0
1460,232046508,232061267,0
18941,84361764,84752615,0
35146,3098169,218414030,0
24981,213127158,219623306,0
5109,224765204,225699554,0
6307,121553634,17395983,0
15872,372878306,310559021,0
15573,372723797,372872756,0
34016,156142328,121225693,0
6387,26621682,94665929,0
20917,383000004,379595049,0
16113,196003058,372726662,0
19448,163802941,163867656,0
29017,12807013,13332792,0
31738,94583999,99262958,0
26461,148860009,149699871,0
20609,386075342,383445889,0
35552,4374894,218398208,0
23523,54711501,43396863,0
6161,224207961,224207959,0
33665,155573753,81789779,0
5047,224970236,71648216,0
7370,190086621,190450671,0
23193,16809316,54831431,0
20749,332753016,379930427,0
29035,12673975,12695472,0
31881,1052068,105853924,0
6312,8865428,8865427,0
35366,218125499,3623625,0
36539,157607833,157626142,0
31111,94247545,91867056,0
27297,96656242,36838022,0
15612,372872725,372971674,0
33174,105859675,105859990,0
8539,175782116,179035280,0
31053,91974807,94302240,0
29076,12788078,12788063,0
32660,105801889,106311426,0
8372,226666700,179112629,1
31359,94555238,94940171,0
18591,7916230,165707886,0
29182,13432090,13432097,0
33286,155588324,164753022,0
33576,66349722,156313815,0
36375,157581579,106877725,0
9101,43151037,43150700,0
27149,149705272,149705279,0
5495,224676966,225886685,0
11341,238628110,111063411,0
31145,94313554,91961924,0
10704,339054153,339553008,1
21662,355095346,355156436,0
10833,15934859,16730061,0
6965,94074327,94367886,0
14120,22987514,115228585,0
15390,322986407,317001026,0
12508,356469680,391070752,0
26543,151222468,162451117,0
23265,70451888,63819321,0
34589,164687670,155816199,0
28630,12692249,12780542,0
32533,1050841,106375667,0
13738,209478843,60102676,1
14705,372681818,124694804,0
24607,200469605,69490698,0
2664,309956894,309956890,0
32663,106713535,112169131,0
16468,331500925,337128954,0
35966,7952,3316485,0
940,230595336,232348091,0
10961,15431799,16056983,0
7744,190057264,62895286,0
30589,72737121,73046407,0
26815,148850625,148850662,0
27118,148852485,148852579,0
8812,565334,43475591,0
25630,7128970,115270578,0
22488,204054358,288602219,0
5680,223875266,224196591,0
27640,17290351,96562112,0
12001,153897203,57138711,0
6587,94476022,94615360,0
16928,331556152,336428589,0
11909,378670388,378670397,0
24831,200739622,200739625,0
8059,190032421,190032263,0
8606,179148844,178867257,0
25,230438854,232438397,0
14139,30441163,113979460,0
27911,3814868,98032245,0
9167,42672920,43468597,0
34132,155805532,155805529,0
10756,139836653,339083409,0
8921,43148354,46970821,0
10989,15368640,15927794,0
28762,13582030,13333148,0
17791,274051854,272192278,0
3771,18413413,28034780,0
23539,52931275,54716899,0
35349,12081598,3623625,0
3065,245241146,245415675,0
24893,5408397,31344260,0
11869,102475118,378590185,0
33461,182002411,182002419,0
3343,245179906,245223965,0
33507,156209245,173664982,0
28185,97403694,97732192,0
12541,390327819,390327813,0
14740,2984918,312818907,0
12359,390057859,345279264,0
10437,339581471,89392836,0
25446,38882122,38882130,0
4878,225275760,225275767,0
15764,312359280,51901043,0
16301,331557883,336522349,0
7387,1104192,191235121,0
16749,331563856,336529330,0
11793,306022226,378670382,0
2487,312195522,312356147,0
24143,23612274,200990304,0
32510,106403381,106803479,0
15132,2984918,317009321,0
26474,113649806,118639527,0
18309,1778033,150312596,0
17114,331542501,331565569,0
28045,96653769,97103615,0
984,232042969,232679753,0
9741,235883045,234622423,0
24904,200509865,200657616,0
31275,23092303,98658080,0
11254,238296237,78213055,0
2670,310110709,310469463,0
11020,15989048,15989062,0
7650,190830080,190829768,0
9809,399670552,347550863,0
5323,224249331,224249326,0
8566,179059916,179059914,0
13715,8203186,209973678,0
32035,105594296,106320422,0
27416,97733169,9015011,0
24068,196128588,200520046,0
21709,355125158,355007189,0
34820,14090138,66421580,0
20936,376216503,340884251,0
23860,69766815,69766935,0
31743,94591834,33344164,0
5263,225068977,225688961,0
29712,72741780,73227485,0
21584,355005780,355102166,1
21235,11032282,201337407,0
3256,244689878,245236112,0
15680,301533783,315252581,0
11127,15988125,15988224,0
35459,219542135,219543998,0
13465,209518732,209865237,0
20312,280856376,299190381,0
34195,155837569,156140152,0
8389,175525665,179065702,0
8494,179042405,179146791,0
11140,241499835,238519485,0
30427,8993505,31423635,0
35021,218314448,218314421,0
1397,230326367,212689472,0
6551,94040745,94640561,0
26799,67014644,149697841,0
31967,105826996,106001186,1
26360,148867642,14182114,0
27229,36284710,97499027,0
31384,94070143,98663193,0
25153,24092310,29157617,0
3806,86562052,27562211,0
19908,168139417,168139421,2
105,89273,230468417,0
18406,269459070,269905668,1
25781,114497358,114497371,0
3712,22837913,22837876,0
29836,71154927,26015423,0
4129,279140774,77914085,0
8405,226666693,179113037,1
12740,248900362,108918347,0
19472,163596464,163823983,0
24153,94619995,199942873,0
5670,224982150,225340238,0
17401,272331457,272437632,0
17199,272172137,272339010,0
24144,117140737,200990304,1
17482,272096174,277807108,1
16589,363364309,336716041,0
8426,226668579,179113037,1
36304,158378208,157929208,1
23063,56096954,70371756,0
34164,156080655,156172447,0
21172,355181835,213287984,0
30643,72357295,72357299,0
4963,224979020,225342382,0
28737,13029248,13333148,0
24442,198814117,118375251,0
8186,190454251,37690948,0
1858,230649127,231174359,0
1286,232907285,234459963,0
26067,32942675,115726274,0
32201,17500202,106303787,0
10106,346097728,347843363,0
25246,30166084,30166094,0
6904,94074566,94515391,0
34908,195599243,196260600,0
28434,12661079,12781074,0
26911,148814550,66990867,0
6783,94515863,96571375,0
12236,390545662,352498802,0
29314,12801567,12801563,0
19879,163818938,103912881,2
30022,72753731,65381198,0
30906,94256617,94256093,0
2123,310485982,52860357,0
20179,299040947,300413520,1
32692,105784409,106313324,0
19977,168139044,168139047,2
1703,230336197,230530244,0
2397,273777142,310758931,0
35028,34893448,38615823,0
10506,339054429,339054422,0
9400,237489,234857121,0
10476,339648606,339157945,0
16681,336436019,336447920,0
12289,390341229,299051748,0
19131,139232036,139232027,1
1088,232013266,230453431,0
20492,300282907,298693964,0
27047,149596203,149596405,0
2808,245341145,245239441,0
3069,245414818,246403193,0
7398,1134243,192090859,0
9693,56189602,234610471,0
29102,12781714,13420439,0
2269,5377211,247641192,0
22791,288392870,41396639,0
20269,9806714,298958875,0
9263,42627147,42627141,0
16124,331505271,331539722,0
18777,86166093,91722752,0
16832,331529364,331613168,0
32541,106317602,106317601,0
32637,106418366,106418672,0
35128,218025376,19170155,0
31583,94252041,93120910,0
33088,106388488,106388485,0
31806,106003753,106364654,0
1997,3529378,312823047,0
15001,312446681,372681953,0
4134,20873084,86726164,0
31655,94102299,94245382,0
13680,209785341,209785327,0
22795,288072566,83399861,0
7015,94331206,94372063,0
26762,148697637,62019611,0
28829,12665057,12665008,0
14428,99677409,115063761,1
15404,259156177,306822562,0
16325,5689045,250561873,0
24564,2070455,90249287,0
4979,4516375,226646795,0
27882,97027134,80666995,0
13786,209836334,209842056,0
21827,355007121,163901928,0
15397,260010345,260010357,0
27497,96923963,4261635,0
1617,230341375,230969226,0
5394,85348394,225863710,0
31701,54546688,49209691,0
572,230444454,230444448,0
22060,3129785,92484536,0
14152,99255567,113979460,0
29451,72315122,72748868,0
24760,112055022,207930774,0
6948,94133065,94580977,0
32462,105588491,105588481,0
13311,362961719,363122055,0
26056,114714734,68527875,0
8627,175754507,49025731,0
17575,272153461,272282350,0
9495,234707104,1573310,0
35799,218279669,35654921,0
10373,339057540,339265345,1
2787,245432354,246401035,0
6210,121657239,121657231,0
15182,2984918,317001228,0
13827,209813841,210642702,0
30770,72015079,72341034,0
33083,106388538,106856770,0
2918,246106975,245966713,0
17225,272153912,272431615,0
30587,71465621,71774454,0
22645,3181,204448403,0
15983,312471632,372883920,0
24984,200680529,200680523,0
10899,16104643,16104632,0
30916,91960800,5003060,0
17270,272431615,272479460,0
24523,15026863,204918142,0
1415,230595373,63006056,0
21681,355124970,223557536,0
28106,96312180,96651531,0
11141,240786824,238519485,0
7753,191191606,23707414,0
16609,331556965,331556962,0
897,232669764,232034952,0
13352,363712638,363762999,0
30580,62852495,72013409,0
8276,190099613,190882787,0
26687,24775820,51113675,0
2458,310163498,312813862,0
4228,149067622,8844644,0
36374,157581541,106877725,0
16259,5678249,331638408,0
3784,86631239,87627590,0
11445,240763879,244614106,0
30351,71153737,71759106,0
34031,155839776,11193869,0
3275,244690775,118492072,0
26710,148849532,148849789,0
32867,106307173,106307095,0
33652,155573361,156066467,0
32895,105859497,105859504,0
745,2453685,230468036,0
34322,156191963,156191968,0
22933,17613471,70433726,0
4738,223878975,225314089,0
3042,244688678,245233778,0
8804,565334,43349601,0
13956,209806124,94429635,0
34658,195441370,196107869,0
18692,81154825,84728759,0
14601,310559045,300348815,0
21989,355189295,355219736,0
36383,157581561,106877725,0
25731,2343907,114635233,0
29745,70893337,72667271,0
3158,244666018,244666233,0
24124,9292788,200990304,0
17489,272282338,272333983,0
13543,209037145,209952987,0
32426,105426666,105595867,0
273,230345948,230746742,0
33,230966618,232438397,0
14602,2984918,372739859,0
34256,155578207,101028778,0
8232,190016996,191216798,0
24475,200616032,200986283,0
2690,310170691,310438845,0
33261,105976249,106414126,0
20050,165849645,165849650,2
27054,148791392,148791514,0
5404,224669499,225890382,0
9493,3582358,234554613,0
24148,200714931,200990304,0
24897,200978447,200978441,0
25225,8715514,30191354,0
32983,106414086,106413922,0
22966,45367289,69776359,0
9355,234864154,235011536,0
6643,94193982,32688195,0
6244,8900322,8963205,0
18031,144668665,272419460,0
36411,157607805,157607783,0
23370,54888229,26515239,0
31827,41927883,112989226,0
15405,372823520,306822562,0
33231,106416051,106415987,0
30393,73230985,73423179,0
9219,42960778,43003669,1
36510,157579678,159209006,0
21892,85906008,355216658,0
32402,105787063,106311953,0
2785,245430594,246401035,0
19298,163734082,168173722,0
9108,43036760,43537842,0
5252,224234289,225054480,0
26487,7015277,7014841,0
26750,149709797,149154717,0
24167,26743269,200002294,0
26632,148681100,149567177,0
25059,29615279,30699343,0
26720,149570732,149157916,0
34714,66420538,14950377,0
3576,2512724,10779680,0
16875,331507422,331536779,0
29856,70821619,73319273,0
16604,331541541,331566600,0
33371,33596051,111575373,0
392,89273,232031824,0
5985,224243757,224243760,0
11544,243780109,244633586,0
26007,91060355,115108118,0
24185,12067399,120019034,1
15571,336113454,372872756,0
